[2025-10-23 21:47:06] [INFO    ] discord.client: logging in using static token
[2025-10-23 21:55:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:16] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-23 21:55:16] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-23 21:55:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 101, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-23T18:55:17.982000+00:00', 'pinned': False, 'nonce': '1430992994294562816', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1430993000913178908', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'sega assign', 'components': [], 'channel_type': 0, 'channel_id': '1180815570862620772', 'author': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'attachments': [], 'guild_id': '1180814867704315904'}}
[2025-10-23 21:55:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:16] [DEBUG   ] discord.client: Dispatching event message
[2025-10-23 21:55:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 102, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-23T18:55:15.531000+00:00', 'position': 0, 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1430992990633201715', 'flags': 0, 'embeds': [], 'edited_timestamp': '2025-10-23T18:55:22.694866+00:00', 'content': 'okay raboti as intended', 'components': [], 'channel_type': 0, 'channel_id': '1180815570862620772', 'author': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'attachments': [], 'guild_id': '1180814867704315904'}}
[2025-10-23 21:55:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:21] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-10-23 21:55:21] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-10-23 21:55:22] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 102.
[2025-10-23 21:55:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-23 21:55:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 103, 'op': 0, 'd': {'user': {'id': '780570413767983122'}, 'status': 'online', 'processed_at_timestamp': 1761245723023, 'guild_id': '1410042151798046763', 'client_status': {'web': 'online'}, 'activities': [{'type': 0, 'name': 'with your media in 61174 servers | $help', 'id': 'ec0b28a579ecb4bd', 'created_at': 1761245723023}]}}
[2025-10-23 21:55:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:24] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:55:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 104, 'op': 0, 'd': {'user_id': '702086913393295463', 'timestamp': 1761245730, 'member': {'user': {'username': 'autizmiko', 'public_flags': 0, 'primary_guild': None, 'id': '702086913393295463', 'global_name': 'tedo', 'display_name_styles': None, 'display_name': 'tedo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '561d4414e90151e5153570dd9ab2a972'}, 'roles': ['1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-07T19:21:35.931000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1180815570862620772', 'guild_id': '1180814867704315904'}}
[2025-10-23 21:55:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:29] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-23 21:55:29] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-23 21:55:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 105, 'op': 0, 'd': {'user': {'id': '893175690055286865'}, 'status': 'online', 'processed_at_timestamp': 1761245736009, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'online'}, 'activities': [{'type': 0, 'timestamps': {}, 'supported_platforms': ['desktop'], 'state': 'Online Mission', 'session_id': 'c691a0ded542627b18bc1354703b9539', 'platform': 'desktop', 'party': {}, 'name': 'Grand Theft Auto V Legacy', 'id': '2b2f530f2e24c36e', 'flags': 192, 'created_at': 1761245736009, 'assets': {'large_image': '1333894442003988602'}, 'application_id': '356876176465199104'}]}}
[2025-10-23 21:55:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:34] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:55:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 106, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-23T18:55:38.928000+00:00', 'pinned': False, 'nonce': '1430993083763261440', 'mentions': [{'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'member': {'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-07T19:21:35.931000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1430993088767197397', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '?assign <@1025650665046941716> owner', 'components': [], 'channel_type': 0, 'channel_id': '1180815570862620772', 'author': {'username': 'autizmiko', 'public_flags': 0, 'primary_guild': None, 'id': '702086913393295463', 'global_name': 'tedo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '561d4414e90151e5153570dd9ab2a972'}, 'attachments': [], 'guild_id': '1180814867704315904'}}
[2025-10-23 21:55:37] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:37] [DEBUG   ] discord.client: Dispatching event message
[2025-10-23 21:55:37] [DEBUG   ] discord.client: Dispatching event command
[2025-10-23 21:55:38] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 107, 'op': 0, 'd': {'type': 19, 'tts': False, 'timestamp': '2025-10-23T18:55:39.260000+00:00', 'referenced_message': {'type': 0, 'tts': False, 'timestamp': '2025-10-23T18:55:38.928000+00:00', 'pinned': False, 'mentions': [{'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}], 'mention_roles': [], 'mention_everyone': False, 'id': '1430993088767197397', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '?assign <@1025650665046941716> owner', 'components': [], 'channel_id': '1180815570862620772', 'author': {'username': 'autizmiko', 'public_flags': 0, 'primary_guild': None, 'id': '702086913393295463', 'global_name': 'tedo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '561d4414e90151e5153570dd9ab2a972'}, 'attachments': []}, 'pinned': False, 'nonce': '6082489208345507143', 'message_reference': {'type': 0, 'message_id': '1430993088767197397', 'guild_id': '1180814867704315904', 'channel_id': '1180815570862620772'}, 'mentions': [{'username': 'autizmiko', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-07T19:21:35.931000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '702086913393295463', 'global_name': 'tedo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '561d4414e90151e5153570dd9ab2a972'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1253963399058952193', '1430612894353064087'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T08:05:01.481000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1430993090159579226', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'You don’t have permission to use this command (Manage Roles required).', 'components': [], 'channel_type': 0, 'channel_id': '1180815570862620772', 'author': {'username': 'Guz bot', 'public_flags': 0, 'primary_guild': None, 'id': '1430461817175408640', 'global_name': None, 'display_name_styles': None, 'discriminator': '9865', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '6c6bd19c50c11d01b70c25492151f243'}, 'attachments': [], 'guild_id': '1180814867704315904'}}
[2025-10-23 21:55:38] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:38] [DEBUG   ] discord.client: Dispatching event message
[2025-10-23 21:55:38] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1180815570862620772/messages with {"content":"You don\u2019t have permission to use this command (Manage Roles required).","components":[],"nonce":"6082489208345507143","enforce_nonce":true,"message_reference":{"message_id":1430993088767197397,"channel_id":1180815570862620772,"guild_id":1180814867704315904},"tts":false} has returned 200
[2025-10-23 21:55:38] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1180815570862620772/messages has received {'type': 19, 'content': 'You don’t have permission to use this command (Manage Roles required).', 'mentions': [{'id': '702086913393295463', 'username': 'autizmiko', 'avatar': '561d4414e90151e5153570dd9ab2a972', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 16743268, 'global_name': 'tedo', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': '#ff7b64', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-10-23T18:55:39.260000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1430993090159579226', 'channel_id': '1180815570862620772', 'author': {'id': '1430461817175408640', 'username': 'Guz bot', 'avatar': '6c6bd19c50c11d01b70c25492151f243', 'discriminator': '9865', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'c924b0291204ccfe702adf1bb00d3b53', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6082489208345507143', 'message_reference': {'type': 0, 'channel_id': '1180815570862620772', 'message_id': '1430993088767197397', 'guild_id': '1180814867704315904'}, 'referenced_message': {'type': 0, 'content': '?assign <@1025650665046941716> owner', 'mentions': [{'id': '1025650665046941716', 'username': 'bani4ka', 'avatar': '6995a088c3030eb79c33d1cd78856342', 'discriminator': '0', 'public_flags': 128, 'flags': 128, 'banner': None, 'accent_color': None, 'global_name': 'bani', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': {'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'tag': 'Moth', 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'primary_guild': {'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'tag': 'Moth', 'badge': 'a2994780f38f395e66a24012b6ec85a9'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-10-23T18:55:38.928000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1430993088767197397', 'channel_id': '1180815570862620772', 'author': {'id': '702086913393295463', 'username': 'autizmiko', 'avatar': '561d4414e90151e5153570dd9ab2a972', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': None, 'global_name': 'tedo', 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False}}
[2025-10-23 21:55:38] [DEBUG   ] discord.client: Dispatching event command_error
[2025-10-23 21:55:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 108, 'op': 0, 'd': {'user_id': '702086913393295463', 'timestamp': 1761245746, 'member': {'user': {'username': 'autizmiko', 'public_flags': 0, 'primary_guild': None, 'id': '702086913393295463', 'global_name': 'tedo', 'display_name_styles': None, 'display_name': 'tedo', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '561d4414e90151e5153570dd9ab2a972'}, 'roles': ['1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-07T19:21:35.931000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1180815570862620772', 'guild_id': '1180814867704315904'}}
[2025-10-23 21:55:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:44] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-23 21:55:44] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-23 21:55:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 109, 'op': 0, 'd': {'user': {'id': '1376317021201104968'}, 'status': 'dnd', 'processed_at_timestamp': 1761245748770, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761244639000}, 'session_id': 'dd4917d0909ebd9aae75041158329729', 'platform': 'desktop', 'party': {'size': [4, 16], 'id': 'f41c9b6c0b179b976b032f3299396563'}, 'name': 'Fortnite', 'id': '80dc5716f608e46c', 'flags': 194, 'details': 'Joinable Game - BOX PVP - 3 / 16', 'created_at': 1761245748770, 'assets': {'small_text': 'Tier 422', 'small_image': '443231156620754945'}, 'application_id': '432980957394370572'}]}}
[2025-10-23 21:55:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:47] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:55:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 110, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-23T18:55:49.090000+00:00', 'pinned': False, 'nonce': '1430993126738100224', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-07T19:21:35.931000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1430993131389849780', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'ne ti raboti naakaniq kod', 'components': [], 'channel_type': 0, 'channel_id': '1180815570862620772', 'author': {'username': 'autizmiko', 'public_flags': 0, 'primary_guild': None, 'id': '702086913393295463', 'global_name': 'tedo', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '561d4414e90151e5153570dd9ab2a972'}, 'attachments': [], 'guild_id': '1180814867704315904'}}
[2025-10-23 21:55:47] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:47] [DEBUG   ] discord.client: Dispatching event message
[2025-10-23 21:55:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_REACTION_ADD', 's': 111, 'op': 0, 'd': {'user_id': '1025650665046941716', 'type': 1, 'message_id': '1430993090159579226', 'message_author_id': '1430461817175408640', 'member': {'user': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'display_name': 'bani', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'emoji': {'name': 'HYPERYAY', 'id': '994493935026196571', 'animated': True}, 'channel_id': '1180815570862620772', 'burst_colors': ['#e0938b', '#e0ba99', '#e0c2a7', '#f0dcc2', '#f0e0c2', '#f0e9e0', '#c0836b', '#c07a5f', '#f0e8e0', '#d0ad8e'], 'burst': True, 'guild_id': '1180814867704315904'}}
[2025-10-23 21:55:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:53] [DEBUG   ] discord.client: Dispatching event raw_reaction_add
[2025-10-23 21:55:53] [DEBUG   ] discord.client: Dispatching event reaction_add
[2025-10-23 21:55:57] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 112, 'op': 0, 'd': {'user_id': '1025650665046941716', 'timestamp': 1761245758, 'member': {'user': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'display_name': 'bani', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1180815570862620772', 'guild_id': '1180814867704315904'}}
[2025-10-23 21:55:57] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:55:57] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-23 21:55:57] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-23 21:56:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 112.
[2025-10-23 21:56:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-23 21:56:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 113, 'op': 0, 'd': {'user_id': '1025650665046941716', 'timestamp': 1761245767, 'member': {'user': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'display_name': 'bani', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1180815570862620772', 'guild_id': '1180814867704315904'}}
[2025-10-23 21:56:05] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:56:05] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-23 21:56:05] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-23 21:56:08] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 114, 'op': 0, 'd': {'user': {'id': '1376317021201104968'}, 'status': 'dnd', 'processed_at_timestamp': 1761245770140, 'guild_id': '1180814867704315904', 'client_status': {'desktop': 'dnd'}, 'activities': [{'type': 0, 'timestamps': {'start': 1761244640000}, 'session_id': 'dd4917d0909ebd9aae75041158329729', 'platform': 'desktop', 'party': {'size': [4, 16], 'id': 'f41c9b6c0b179b976b032f3299396563'}, 'name': 'Fortnite', 'id': '80dc5716f608e46c', 'flags': 194, 'details': 'Joinable Game - BOX PVP - 3 / 16', 'created_at': 1761245770140, 'assets': {'small_text': 'Tier 422', 'small_image': '443231156620754945'}, 'application_id': '432980957394370572'}]}}
[2025-10-23 21:56:08] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:56:08] [DEBUG   ] discord.client: Dispatching event presence_update
[2025-10-23 21:56:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 115, 'op': 0, 'd': {'user_id': '1025650665046941716', 'timestamp': 1761245775, 'member': {'user': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'display_name': 'bani', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1180815570862620772', 'guild_id': '1180814867704315904'}}
[2025-10-23 21:56:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:56:14] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-23 21:56:14] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-23 21:56:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 116, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-10-23T18:56:17.159000+00:00', 'pinned': False, 'nonce': '1430993243138424832', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1430993249119502368', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'nqmash permissionite celta e members da ne mogat da si assignvat roli i da deletevat messages', 'components': [], 'channel_type': 0, 'channel_id': '1180815570862620772', 'author': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'attachments': [], 'guild_id': '1180814867704315904'}}
[2025-10-23 21:56:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:56:16] [DEBUG   ] discord.client: Dispatching event message
[2025-10-23 21:56:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 117, 'op': 0, 'd': {'user_id': '1025650665046941716', 'timestamp': 1761245783, 'member': {'user': {'username': 'bani4ka', 'public_flags': 128, 'primary_guild': {'tag': 'Moth', 'identity_guild_id': '1399499826164404254', 'identity_enabled': True, 'badge': 'a2994780f38f395e66a24012b6ec85a9'}, 'id': '1025650665046941716', 'global_name': 'bani', 'display_name_styles': None, 'display_name': 'bani', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '6995a088c3030eb79c33d1cd78856342'}, 'roles': ['1430985946110754827', '1205879360368934973'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-10-22T06:52:08.667000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1180815570862620772', 'guild_id': '1180814867704315904'}}
[2025-10-23 21:56:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:56:22] [DEBUG   ] discord.client: Dispatching event typing
[2025-10-23 21:56:22] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-10-23 21:56:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'PRESENCE_UPDATE', 's': 118, 'op': 0, 'd': {'user': {'id': '780570413767983122'}, 'status': 'online', 'processed_at_timestamp': 1761245783026, 'guild_id': '1410042151798046763', 'client_status': {'web': 'online'}, 'activities': [{'type': 0, 'name': 'with your media in 61174 servers | $help', 'id': 'ec0b28a579ecb4bd', 'created_at': 1761245783026}]}}
[2025-10-23 21:56:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-23 21:56:22] [DEBUG   ] discord.client: Dispatching event presence_update
